,Date,Close,High,Low,Open,Volume,EMA_9,EMA_21,Signal,Position,CumulativeProfit
162,2024-08-23,19790.75,19904.25,19591.75,19621.5,581201.0,19547.621502165573,19379.82246688117,1.0,0.0,1913.5
163,2024-08-26,19591.25,19846.25,19505.5,19787.75,473540.0,19556.34720173246,19399.04315171016,1.0,0.0,1913.5
164,2024-08-27,19653.75,19694.25,19441.5,19558.75,441146.0,19575.82776138597,19422.198319736504,1.0,0.0,1913.5
165,2024-08-28,19415.75,19691.0,19227.25,19635.5,537278.0,19543.81220910877,19421.612108851365,1.0,0.0,1913.5
166,2024-08-29,19393.25,19693.5,19140.25,19217.0,669705.0,19513.69976728702,19419.033735319423,1.0,0.0,1913.5
167,2024-08-30,19623.0,19632.75,19370.5,19445.75,495609.0,19535.55981382962,19437.576123017658,1.0,0.0,1913.5
168,2024-09-03,19006.5,19683.0,18911.0,19599.0,698442.0,19429.747851063697,19398.387384561505,1.0,0.0,1913.5
169,2024-09-04,18962.5,19114.75,18825.75,18993.75,582116.0,19336.29828085096,19358.76125869228,0.0,-1.0,1018.25
170,2024-09-05,18963.5,19150.5,18827.25,18965.75,585125.0,19261.73862468077,19322.828416992976,0.0,0.0,1018.25
171,2024-09-06,18458.25,18972.25,18339.75,18921.0,726350.0,19101.040899744617,19244.23037908452,0.0,0.0,1018.25
172,2024-09-09,18692.25,18734.5,18386.0,18400.0,726350.0,19019.28271979569,19194.050344622294,0.0,0.0,1018.25
173,2024-09-10,18864.0,18878.5,18582.25,18727.0,536220.0,18988.22617583656,19164.04576783845,0.0,0.0,1018.25
174,2024-09-11,19271.0,19293.5,18547.0,18837.75,729344.0,19044.780940669247,19173.76887985313,0.0,0.0,1018.25
175,2024-09-12,19447.25,19483.5,19185.0,19241.5,581032.0,19125.2747525354,19198.630799866485,0.0,0.0,1018.25
176,2024-09-13,19530.25,19577.25,19398.25,19419.5,467948.0,19206.26980202832,19228.77799987862,0.0,0.0,1018.25
177,2024-09-16,19433.0,19546.5,19299.25,19498.0,339781.0,19251.615841622657,19247.34363625329,1.0,1.0,1018.25
178,2024-09-17,19439.25,19615.5,19341.0,19426.5,254059.0,19289.142673298127,19264.789669321173,1.0,0.0,1018.25
179,2024-09-18,19349.25,19660.0,19331.0,19451.0,138848.0,19301.1641386385,19272.467881201068,1.0,0.0,1018.25
180,2024-09-19,19850.25,19966.25,19408.75,19420.5,134917.0,19410.981310910804,19324.993528364605,1.0,0.0,1018.25
181,2024-09-20,19808.009765625,19838.25,19746.5,19831.25,479646.0,19490.387001853644,19368.90409538828,1.0,0.0,1018.25
182,2024-09-23,20080.0,20164.0,19955.25,20040.0,394947.0,19608.30960148292,19433.549177625704,1.0,0.0,1018.25
183,2024-09-24,20167.75,20214.75,19953.0,20063.25,457126.0,19720.19768118633,19500.29470693246,1.0,0.0,1018.25
184,2024-09-25,20192.0,20271.0,20064.25,20183.75,405050.0,19814.558144949067,19563.17700630224,1.0,0.0,1018.25
185,2024-09-26,20346.25,20538.0,20188.0,20242.0,509755.0,19920.89651595925,19634.36546027476,1.0,0.0,1018.25
186,2024-09-27,20221.5,20395.75,20173.0,20345.0,435634.0,19981.017212767405,19687.741327522504,1.0,0.0,1018.25
187,2024-09-30,20261.25,20287.0,20056.0,20198.5,510434.0,20037.063770213925,19739.87847956592,1.0,0.0,1018.25
188,2024-10-01,19975.0,20331.75,19818.0,20234.25,662776.0,20024.65101617114,19761.25316324174,1.0,0.0,1018.25
189,2024-10-02,20009.75,20090.25,19833.5,19975.25,475599.0,20021.670812936914,19783.843784765217,1.0,0.0,1018.25
190,2024-10-03,19990.25,20113.75,19852.0,20055.5,526765.0,20015.386650349534,19802.6079861502,1.0,0.0,1018.25
191,2024-10-04,20227.25,20263.75,19941.5,19965.5,560070.0,20057.759320279627,19841.211805591087,1.0,0.0,1018.25
192,2024-10-07,19992.75,20267.25,19948.0,20220.0,450371.0,20044.757456223702,19854.988005082807,1.0,0.0,1018.25
193,2024-10-08,20298.5,20329.5,19902.5,20025.75,444750.0,20095.50596497896,19895.307277348005,1.0,0.0,1018.25
194,2024-10-09,20463.5,20482.75,20196.0,20294.25,421249.0,20169.10477198317,19946.961161225456,1.0,0.0,1018.25
195,2024-10-10,20429.75,20508.25,20301.5,20445.25,450569.0,20221.233817586537,19990.851055659503,1.0,0.0,1018.25
196,2024-10-11,20450.0,20494.25,20314.75,20435.0,385312.0,20266.987054069228,20032.591868781365,1.0,0.0,1018.25
197,2024-10-14,20619.25,20680.0,20383.25,20432.5,395756.0,20337.439643255384,20085.924426164875,1.0,0.0,1018.25
198,2024-10-15,20342.0,20659.25,20254.0,20638.75,522391.0,20338.35171460431,20109.20402378625,1.0,0.0,1018.25
199,2024-10-16,20349.5,20398.5,20206.25,20334.5,417571.0,20340.58137168345,20131.04911253296,1.0,0.0,1018.25
200,2024-10-17,20368.0,20594.75,20276.75,20328.0,535486.0,20346.06509734676,20152.590102302685,1.0,0.0,1018.25
201,2024-10-18,20483.5,20529.75,20320.75,20384.0,385566.0,20373.552077877408,20182.67282027517,1.0,0.0,1018.25
202,2024-10-21,20519.5,20554.5,20343.75,20496.25,456078.0,20402.741662301927,20213.293472977428,1.0,0.0,1018.25
203,2024-10-22,20542.0,20602.25,20360.25,20536.5,476324.0,20430.593329841544,20243.17588452493,1.0,0.0,1018.25
204,2024-10-23,20220.5,20542.5,20079.0,20521.0,619162.0,20388.57466387324,20241.11444047721,1.0,0.0,1018.25
205,2024-10-24,20380.25,20428.5,20261.75,20294.25,462552.0,20386.9097310986,20253.763127706552,1.0,0.0,1018.25
206,2024-10-25,20498.75,20707.25,20364.0,20388.5,585929.0,20409.27778487888,20276.03466155141,1.0,0.0,1018.25
207,2024-10-28,20497.0,20676.5,20486.0,20525.5,430120.0,20426.822227903103,20296.12241959219,1.0,0.0,1018.25
208,2024-10-29,20696.5,20760.25,20432.25,20513.0,498020.0,20480.75778232248,20332.520381447444,1.0,0.0,1018.25
209,2024-10-30,20534.75,20788.5,20472.5,20734.0,519409.0,20491.55622585799,20350.90489222495,1.0,0.0,1018.25
210,2024-10-31,20021.75,20495.75,20008.5,20482.0,686677.0,20397.5949806864,20320.9817202045,1.0,0.0,1018.25
211,2024-11-01,20153.25,20288.0,20017.0,20071.0,554025.0,20348.72598454912,20305.73338200409,1.0,0.0,1018.25
212,2024-11-04,20086.0,20248.5,20013.0,20138.0,520521.0,20296.180787639296,20285.75762000372,1.0,0.0,1018.25
213,2024-11-05,20341.75,20385.5,20041.75,20130.75,450115.0,20305.294630111435,20290.84783636701,1.0,0.0,1018.25
214,2024-11-06,20894.0,20935.25,20323.5,20360.5,632408.0,20423.03570408915,20345.679851242738,1.0,0.0,1018.25
215,2024-11-07,21224.75,21253.0,20861.5,20923.5,462805.0,20583.37856327132,20425.59531931158,1.0,0.0,1018.25
216,2024-11-08,21231.25,21265.0,21121.75,21224.25,401943.0,20712.952850617057,20498.83665391961,1.0,0.0,1018.25
217,2024-11-11,21217.75,21340.75,21098.25,21249.75,456006.0,20813.912280493645,20564.1924126542,1.0,0.0,1018.25
218,2024-11-12,21189.5,21251.75,21054.75,21221.0,511372.0,20889.02982439492,20621.03855695836,1.0,0.0,1018.25
219,2024-11-13,21159.5,21268.5,21056.5,21178.0,533739.0,20943.123859515938,20669.98959723487,1.0,0.0,1018.25
220,2024-11-14,21011.75,21190.25,20950.5,21167.0,561950.0,20956.849087612754,20701.058724758976,1.0,0.0,1018.25
221,2024-11-15,20493.75,20981.5,20405.25,20977.5,691851.0,20864.229270090203,20682.21247705361,1.0,0.0,1018.25
222,2024-11-18,20633.5,20724.25,20476.0,20504.0,525474.0,20818.083416072164,20677.784070048736,1.0,0.0,1018.25
223,2024-11-19,20767.75,20792.5,20382.5,20633.25,553617.0,20808.01673285773,20685.9627909534,1.0,0.0,1018.25
224,2024-11-20,20749.0,20843.25,20477.0,20762.25,619493.0,20796.213386286185,20691.693446321267,1.0,0.0,1018.25
225,2024-11-21,20829.5,20905.75,20514.25,20738.0,698342.0,20802.87070902895,20704.22131483752,1.0,0.0,1018.25
226,2024-11-22,20849.75,20880.0,20693.25,20794.0,541554.0,20812.246567223163,20717.451195306832,1.0,0.0,1018.25
227,2024-11-25,20880.25,21081.0,20780.25,20935.0,544568.0,20825.84725377853,20732.251086642573,1.0,0.0,1018.25
228,2024-11-26,20993.5,21024.75,20755.0,20906.25,505254.0,20859.377803022828,20756.000987856885,1.0,0.0,1018.25
229,2024-11-27,20813.0,21019.0,20675.0,20990.75,520026.0,20850.102242418267,20761.18271623353,1.0,0.0,1018.25
230,2024-11-29,20993.5,21017.5,20805.5,20813.0,339955.0,20878.781793934613,20782.30246930321,1.0,0.0,1018.25
231,2024-12-02,21218.0,21259.75,20940.0,20995.25,475464.0,20946.62543514769,20821.91133573019,1.0,0.0,1018.25
232,2024-12-03,21281.5,21329.0,21134.25,21220.0,444143.0,21013.60034811815,20863.692123391083,1.0,0.0,1018.25
233,2024-12-04,21536.5,21548.5,21305.75,21323.0,461922.0,21118.18027849452,20924.85647581008,1.0,0.0,1018.25
234,2024-12-05,21473.25,21567.25,21437.5,21513.25,421035.0,21189.19422279562,20974.710432554613,1.0,0.0,1018.25
235,2024-12-06,21656.75,21669.25,21424.75,21450.0,459878.0,21282.705378236496,21036.714029595103,1.0,0.0,1018.25
236,2024-12-09,21483.75,21706.25,21436.0,21649.0,517123.0,21322.9143025892,21077.35366326828,1.0,0.0,1018.25
237,2024-12-10,21405.25,21606.75,21352.75,21479.25,544406.0,21339.38144207136,21107.16242115297,1.0,0.0,1018.25
238,2024-12-11,21793.5,21820.0,21405.75,21436.0,547213.0,21430.205153657087,21169.556746502705,1.0,0.0,1018.25
239,2024-12-12,21651.25,21772.5,21604.25,21756.75,510307.0,21474.41412292567,21213.34704227519,1.0,0.0,1018.25
240,2024-12-13,21795.75,21908.0,21666.5,21720.75,639403.0,21538.68129834054,21266.29276570472,1.0,0.0,1018.25
241,2024-12-16,22110.25,22152.5,21762.0,21780.25,482433.0,21652.99503867243,21343.01615064065,1.0,0.0,1018.25
242,2024-12-17,22014.75,22124.5,21942.25,22115.0,277298.0,21725.346030937944,21404.082864218777,1.0,0.0,1018.25
243,2024-12-18,21218.75,22083.75,21034.25,22010.0,209588.0,21624.026824750355,21387.234422017067,1.0,0.0,1018.25
244,2024-12-19,21112.75,21424.25,21080.0,21218.5,124728.0,21521.77145980029,21362.281292742788,1.0,0.0,1018.25
245,2024-12-20,20947.98046875,21151.5,20745.0,21151.5,864714.0,21407.01326159024,21324.61758147072,1.0,0.0,1018.25
246,2024-12-23,21753.25,21776.75,21476.75,21566.0,508598.0,21476.260609272187,21363.584164973377,1.0,0.0,1018.25
247,2024-12-24,22028.5,22049.75,21709.0,21743.25,261201.0,21586.70848741776,21424.031059066707,1.0,0.0,1018.25
248,2024-12-26,22008.0,22111.25,21870.25,22049.5,407116.0,21670.9667899342,21477.11914460609,1.0,0.0,1018.25
249,2024-12-27,21698.5,22008.0,21498.75,21990.75,572604.0,21676.473431947365,21497.24467691463,1.0,0.0,1018.25
250,2024-12-30,21416.25,21742.75,21253.0,21711.0,530975.0,21624.42874555789,21489.881524467848,1.0,0.0,1018.25
251,2024-12-31,21226.5,21524.75,21182.0,21390.25,477280.0,21544.84299644632,21465.937749516223,1.0,0.0,1018.25
252,2025-01-02,21167.5,21490.5,20983.75,21269.0,664742.0,21469.37439715705,21438.80704501475,1.0,0.0,1018.25
253,2025-01-03,21516.5,21559.25,21144.0,21186.75,488243.0,21478.79951772564,21445.870040922506,1.0,0.0,1018.25
254,2025-01-06,21744.5,21896.75,21478.25,21532.25,574300.0,21531.939614180515,21473.018219020458,1.0,0.0,1018.25
255,2025-01-07,21359.75,21806.0,21279.5,21781.25,645144.0,21497.50169134441,21462.721108200418,1.0,0.0,1018.25
256,2025-01-08,21360.75,21448.25,21166.25,21380.75,637114.0,21470.151353075533,21453.451007454925,1.0,0.0,1018.25
257,2025-01-09,21301.5,21347.25,21218.0,21334.75,77170.0,21436.421082460427,21439.63727950448,0.0,-1.0,2886.75
258,2025-01-10,21016.0,21372.5,20874.75,21302.75,703964.0,21352.336865968344,21401.124799549525,0.0,0.0,2886.75
259,2025-01-13,20947.25,21037.0,20694.0,21027.5,617059.0,21271.31949277468,21359.86345413593,0.0,0.0,2886.75
260,2025-01-14,20919.5,21143.75,20773.5,21020.0,676188.0,21200.955594219744,21319.830412850846,0.0,0.0,2886.75
261,2025-01-15,21400.25,21452.75,20909.0,20977.0,551806.0,21240.814475375795,21327.14128440986,0.0,0.0,2886.75
262,2025-01-16,21249.75,21567.25,21172.25,21389.0,598631.0,21242.60158030064,21320.105713099874,0.0,0.0,2886.75
263,2025-01-17,21594.75,21682.5,21209.25,21227.5,594110.0,21313.03126424051,21345.07337554534,0.0,0.0,2886.75
264,2025-01-21,21709.5,21783.5,21377.75,21600.0,662316.0,21392.32501139241,21378.20306867758,1.0,1.0,2886.75
265,2025-01-22,22000.5,22093.5,21768.25,21809.25,508606.0,21513.96000911393,21434.77551697962,1.0,0.0,2886.75
266,2025-01-23,22038.25,22050.5,21855.5,21981.75,476286.0,21618.818007291145,21489.636833617835,1.0,0.0,2886.75
267,2025-01-24,21911.25,22078.25,21844.0,22018.5,522901.0,21677.30440583292,21527.96530328894,1.0,0.0,2886.75
268,2025-01-27,21258.5,21771.0,20763.75,21771.0,1056136.0,21593.543524666336,21503.4684575354,1.0,0.0,2886.75
269,2025-01-28,21581.75,21626.0,21159.5,21343.25,663336.0,21591.18481973307,21510.584961395813,1.0,0.0,2886.75
270,2025-01-29,21523.25,21697.0,21367.0,21559.0,629631.0,21577.59785578646,21511.736328541647,1.0,0.0,2886.75
271,2025-01-30,21624.75,21748.75,21419.5,21547.75,618073.0,21587.028284629167,21522.010298674224,1.0,0.0,2886.75
272,2025-01-31,21589.25,21966.0,21533.75,21680.0,655811.0,21587.472627703333,21528.122998794748,1.0,0.0,2886.75
273,2025-02-03,21405.0,21579.75,20943.0,21200.0,728140.0,21550.978102162662,21516.92999890432,1.0,0.0,2886.75
274,2025-02-04,21670.25,21694.0,21242.5,21592.0,497143.0,21574.832481730133,21530.868180822108,1.0,0.0,2886.75
275,2025-02-05,21763.0,21795.0,21429.75,21562.0,497655.0,21612.465985384108,21551.97107347464,1.0,0.0,2886.75
276,2025-02-06,21871.75,21882.25,21705.75,21764.5,438729.0,21664.32278830729,21581.041884976945,1.0,0.0,2886.75
277,2025-02-07,21590.75,21968.0,21552.75,21817.75,598869.0,21649.60823064584,21581.92444088813,1.0,0.0,2886.75
278,2025-02-10,21846.5,21894.0,21418.0,21463.25,391625.0,21688.986584516668,21605.97676444376,1.0,0.0,2886.75
279,2025-02-11,21786.75,21871.5,21669.5,21832.0,423200.0,21708.53926761333,21622.410694948867,1.0,0.0,2886.75
280,2025-02-12,21804.75,21862.5,21510.75,21794.25,545408.0,21727.78141409067,21638.98699540806,1.0,0.0,2886.75
281,2025-02-13,22113.25,22124.0,21753.0,21861.25,536739.0,21804.87513127254,21682.10181400733,1.0,0.0,2886.75
282,2025-02-14,22196.25,22225.0,22042.5,22071.0,433212.0,21883.15010501804,21728.84255818848,1.0,0.0,2886.75
283,2025-02-18,22232.25,22319.75,22102.75,22235.75,567203.0,21952.97008401443,21774.60687108044,1.0,0.0,2886.75
284,2025-02-19,22250.5,22299.75,22118.0,22224.5,496442.0,22012.476067211544,21817.869882800394,1.0,0.0,2886.75
285,2025-02-20,22141.75,22235.5,21951.0,22213.0,563585.0,22038.33085376924,21847.31352981854,1.0,0.0,2886.75
286,2025-02-21,21679.25,22245.5,21652.75,22136.0,708349.0,21966.51468301539,21832.03502710776,1.0,0.0,2886.75
287,2025-02-24,21420.25,21813.0,21407.5,21700.75,670634.0,21857.26174641231,21794.60002464342,1.0,0.0,2886.75
288,2025-02-25,21149.0,21453.75,20990.0,21442.5,805678.0,21715.609397129847,21735.9091133122,0.0,-1.0,2326.25
289,2025-02-26,21187.0,21409.25,21055.0,21230.5,646236.0,21609.88751770388,21686.00828482927,0.0,0.0,2326.25
290,2025-02-27,20605.75,21386.5,20583.25,21249.0,854180.0,21409.060014163104,21587.802986208422,0.0,0.0,2326.25
291,2025-02-28,20919.5,20944.25,20460.5,20649.5,845890.0,21311.14801133049,21527.048169280388,0.0,0.0,2326.25
292,2025-03-03,20468.25,21121.0,20316.75,21005.25,833041.0,21142.56840906439,21430.7937902549,0.0,0.0,2326.25
293,2025-03-04,20399.0,20732.5,20075.25,20527.0,958071.0,20993.85472725152,21336.99435477718,0.0,0.0,2326.25
294,2025-03-05,20665.0,20725.0,20215.0,20555.0,783638.0,20928.08378180121,21275.903958888342,0.0,0.0,2326.25
295,2025-03-06,20089.25,20647.5,20003.0,20605.25,763150.0,20760.31702544097,21168.026326262134,0.0,0.0,2326.25
296,2025-03-07,20229.75,20286.25,19765.5,20214.5,763257.0,20654.20362035278,21082.72847842012,0.0,0.0,2326.25
297,2025-03-10,19452.75,20156.5,19272.25,20147.0,798366.0,20413.91289628222,20934.548616745564,0.0,0.0,2326.25
298,2025-03-11,19399.0,19686.75,19139.25,19440.0,857876.0,20210.930317025777,20794.95328795052,0.0,0.0,2326.25
299,2025-03-12,19618.5,19788.75,19387.0,19412.75,702688.0,20092.444253620622,20688.00298904592,0.0,0.0,2326.25
300,2025-03-13,19249.0,19694.0,19170.0,19572.0,761160.0,19923.7554028965,20557.18453549629,0.0,0.0,2326.25
301,2025-03-14,19712.0,19742.5,19296.75,19312.75,742663.0,19881.4043223172,20480.3495777239,0.0,0.0,2326.25
302,2025-03-17,19831.75,19959.25,19550.5,19668.25,584953.0,19871.47345785376,20421.385979749,0.0,0.0,2326.25
303,2025-03-18,19496.75,19858.0,19397.75,19821.0,360195.0,19796.52876628301,20337.328163408183,0.0,0.0,2326.25
304,2025-03-19,19746.75,19935.0,19455.5,19496.75,210518.0,19786.57301302641,20283.639239461983,0.0,0.0,2326.25
305,2025-03-20,19678.5,19898.75,19530.25,19746.75,116159.0,19764.958410421124,20228.62658132908,0.0,0.0,2326.25
306,2025-03-21,19450.810546875,19728.75,19408.0,19690.75,605235.0,19702.12883771189,20157.91603274233,0.0,0.0,2326.25
307,2025-03-24,20374.25,20409.5,20050.5,20050.5,555043.0,19836.55307016952,20177.582757038486,0.0,0.0,2326.25
308,2025-03-25,20488.5,20524.75,20293.0,20353.0,470886.0,19966.942456135614,20205.84796094408,0.0,0.0,2326.25
309,2025-03-26,20116.5,20536.75,20045.0,20511.5,620685.0,19996.85396490849,20197.72541904007,0.0,0.0,2326.25
310,2025-03-27,19990.25,20199.5,19937.25,20046.0,634738.0,19995.5331719268,20178.864017309155,0.0,0.0,2326.25
311,2025-03-28,19457.0,20011.75,19357.5,19995.25,696397.0,19887.82653754144,20113.240015735595,0.0,0.0,2326.25
312,2025-03-31,19439.5,19489.75,18976.75,19319.75,842547.0,19798.16123003315,20051.990923395995,0.0,0.0,2326.25
313,2025-04-01,19604.5,19644.0,19261.25,19411.25,790964.0,19759.428984026523,20011.30993036,0.0,0.0,2326.25
314,2025-04-02,19758.0,20044.25,19076.75,19600.5,835319.0,19759.14318722122,19988.281754872725,0.0,0.0,2326.25
315,2025-04-03,18675.5,19177.0,18614.0,19020.0,893793.0,19542.41454977698,19868.93795897521,0.0,0.0,2326.25
316,2025-04-04,17539.0,18713.0,17387.5,18660.0,1199851.0,19141.731639821584,19657.125417250187,0.0,0.0,2326.25
317,2025-04-07,17563.25,18361.5,16460.0,17100.0,1140389.0,18826.035311857268,19466.77310659108,0.0,0.0,2326.25
318,2025-04-08,17243.75,18357.25,16973.5,17665.0,956641.0,18509.57824948581,19264.68009690098,0.0,0.0,2326.25
319,2025-04-09,19288.75,19386.75,16735.0,17220.25,1086917.0,18665.41259958865,19266.86826990998,0.0,0.0,2326.25
320,2025-04-10,18484.5,19383.5,17919.0,19266.75,975104.0,18629.23007967092,19195.743881736347,0.0,0.0,2326.25
